880
0	345
1	348
2	347
3	347
4	348
5	347
6	347
7	346
8	345
9	343
10	344
11	345
12	345
13	344
14	344
15	344
16	344
17	344
18	345
19	344
20	345
21	343
22	344
23	344
24	345
25	344
26	345
27	345
28	345
29	343
30	342
31	341
32	342
33	342
34	342
35	342
36	342
37	358
38	359
39	361
40	361
41	364
42	364
43	370
44	373
45	377
46	356
47	356
48	360
49	352
50	350
51	349
52	348
53	347
54	347
55	348
56	349
57	349
58	348
59	347
60	347
61	348
62	348
63	349
64	347
65	347
66	346
67	347
68	346
69	346
70	346
71	347
72	347
73	346
74	346
75	346
76	345
77	345
78	345
79	345
80	344
81	345
82	344
83	345
84	346
85	346
86	349
87	347
88	348
89	351
90	356
91	356
92	343
93	355
94	352
95	372
96	370
97	339
98	342
99	342
100	344
101	346
102	381
103	369
104	380
105	381
106	355
107	356
108	356
109	359
110	358
111	357
112	356
113	357
114	357
115	356
116	355
117	355
118	355
119	354
120	353
121	354
122	356
123	354
124	352
125	350
126	353
127	348
128	348
129	349
130	349
131	349
132	349
133	350
134	346
135	350
136	347
137	346
138	346
139	347
140	347
141	349
142	349
143	352
144	352
145	346
146	346
147	343
148	343
149	344
150	344
151	344
152	344
153	344
154	344
155	345
156	345
157	347
158	347
159	347
160	347
161	344
162	344
163	343
164	343
165	346
166	346
167	342
168	342
169	346
170	346
171	347
172	347
173	345
174	345
175	342
176	342
177	345
178	345
179	348
180	348
181	343
182	343
183	346
184	346
185	347
186	347
187	346
188	346
189	343
190	345
191	343
192	348
193	345
194	343
195	348
196	346
197	343
198	347
199	346
200	347
201	343
202	343
203	344
204	344
205	347
206	347
207	347
208	347
209	344
210	344
211	346
212	346
213	345
214	345
215	342
216	342
217	341
218	341
219	342
220	342
221	344
222	344
223	343
224	343
225	342
226	342
227	344
228	344
229	344
230	344
231	343
232	343
233	342
234	342
235	343
236	343
237	342
238	342
239	340
240	340
241	341
242	341
243	339
244	339
245	340
246	340
247	337
248	337
249	341
250	341
251	343
252	343
253	340
254	340
255	344
256	344
257	341
258	341
259	340
260	340
261	341
262	341
263	342
264	342
265	343
266	343
267	340
268	340
269	339
270	339
271	340
272	340
273	339
274	339
275	337
276	337
277	339
278	339
279	337
280	337
281	336
282	336
283	337
284	337
285	340
286	338
287	338
288	337
289	340
290	336
291	335
292	338
293	336
294	334
295	336
296	339
297	333
298	334
299	332
300	331
301	331
302	329
303	328
304	332
305	322
306	319
307	320
308	330
309	331
310	328
311	331
312	330
313	329
314	329
315	329
316	329
317	326
318	329
319	327
320	328
321	326
322	328
323	328
324	325
325	326
326	326
327	328
328	324
329	324
330	325
331	323
332	323
333	324
334	324
335	328
336	328
337	327
338	327
339	326
340	326
341	327
342	327
343	328
344	325
345	328
346	329
347	328
348	326
349	327
350	325
351	322
352	325
353	326
354	324
355	324
356	326
357	324
358	322
359	326
360	326
361	322
362	323
363	323
364	322
365	322
366	325
367	325
368	324
369	322
370	323
371	325
372	321
373	323
374	325
375	323
376	323
377	324
378	324
379	320
380	322
381	325
382	322
383	323
384	326
385	326
386	321
387	319
388	319
389	320
390	320
391	321
392	324
393	321
394	323
395	322
396	321
397	322
398	323
399	324
400	320
401	318
402	317
403	319
404	318
405	317
406	318
407	321
408	318
409	322
410	323
411	322
412	318
413	319
414	321
415	319
416	317
417	317
418	318
419	318
420	320
421	321
422	318
423	317
424	318
425	318
426	317
427	321
428	320
429	323
430	320
431	317
432	317
433	321
434	318
435	320
436	322
437	317
438	317
439	319
440	319
441	317
442	321
443	321
444	319
445	318
446	322
447	318
448	316
449	315
450	317
451	316
452	320
453	322
454	320
455	317
456	321
457	320
458	318
459	315
460	316
461	317
462	317
463	316
464	317
465	318
466	319
467	321
468	320
469	318
470	316
471	322
472	317
473	316
474	316
475	318
476	315
477	319
478	320
479	319
480	316
481	316
482	317
483	316
484	320
485	321
486	321
487	318
488	320
489	321
490	320
491	321
492	322
493	319
494	318
495	318
496	321
497	318
498	318
499	318
500	319
501	317
502	319
503	321
504	318
505	317
506	314
507	319
508	317
509	319
510	321
511	322
512	318
513	317
514	320
515	320
516	320
517	322
518	324
519	320
520	317
521	320
522	324
523	321
524	323
525	325
526	320
527	322
528	324
529	324
530	320
531	309
532	308
533	308
534	307
535	306
536	306
537	305
538	308
539	306
540	307
541	311
542	312
543	307
544	305
545	308
546	308
547	308
548	312
549	313
550	310
551	312
552	312
553	312
554	310
555	312
556	314
557	313
558	311
559	309
560	313
561	313
562	312
563	313
564	313
565	311
566	313
567	314
568	314
569	311
570	313
571	312
572	305
573	305
574	306
575	305
576	303
577	300
578	300
579	302
580	305
581	305
582	306
583	302
584	305
585	304
586	303
587	303
588	305
589	304
590	303
591	304
592	303
593	302
594	300
595	305
596	305
597	301
598	303
599	303
600	304
601	304
602	306
603	306
604	304
605	302
606	305
607	304
608	303
609	305
610	305
611	301
612	302
613	307
614	306
615	303
616	301
617	303
618	301
619	304
620	305
621	306
622	303
623	304
624	303
625	303
626	306
627	305
628	307
629	300
630	300
631	303
632	306
633	302
634	304
635	305
636	304
637	303
638	307
639	307
640	303
641	306
642	306
643	251
644	256
645	254
646	256
647	254
648	256
649	258
650	257
651	262
652	262
653	259
654	260
655	263
656	260
657	259
658	261
659	258
660	249
661	246
662	247
663	250
664	248
665	252
666	253
667	251
668	243
669	249
670	234
671	228
672	228
673	228
674	250
675	247
676	251
677	247
678	246
679	253
680	253
681	253
682	255
683	254
684	256
685	251
686	255
687	257
688	255
689	252
690	256
691	256
692	252
693	251
694	250
695	248
696	219
697	221
698	250
699	253
700	210
701	244
702	249
703	236
704	226
705	221
706	252
707	245
708	239
709	228
710	244
711	245
712	248
713	251
714	248
715	243
716	249
717	248
718	239
719	238
720	237
721	244
722	247
723	244
724	253
725	251
726	259
727	261
728	260
729	262
730	262
731	262
732	258
733	260
734	260
735	258
736	258
737	259
738	257
739	256
740	253
741	253
742	290
743	364
744	279
745	272
746	273
747	285
748	285
749	287
750	284
751	286
752	288
753	285
754	286
755	287
756	290
757	286
758	282
759	287
760	287
761	285
762	286
763	288
764	285
765	285
766	287
767	290
768	286
769	288
770	287
771	288
772	286
773	287
774	288
775	288
776	285
777	286
778	288
779	286
780	285
781	287
782	287
783	284
784	285
785	289
786	287
787	285
788	287
789	287
790	288
791	286
792	285
793	287
794	288
795	288
796	288
797	290
798	292
799	292
800	289
801	287
802	289
803	289
804	288
805	291
806	292
807	291
808	288
809	293
810	290
811	289
812	287
813	287
814	288
815	289
816	292
817	291
818	292
819	290
820	292
821	291
822	290
823	288
824	289
825	292
826	289
827	288
828	289
829	290
830	287
831	290
832	289
833	290
834	293
835	294
836	296
837	293
838	292
839	293
840	292
841	288
842	289
843	290
844	290
845	291
846	294
847	293
848	293
849	294
850	295
851	291
852	292
853	291
854	291
855	291
856	293
857	296
858	293
859	289
860	290
861	293
862	290
863	291
864	294
865	293
866	290
867	290
868	292
869	292
870	288
871	286
872	288
873	287
874	288
875	292
876	292
877	290
878	288
879	291
880	291
